x,y,z,cluster
-4.5527,-1.3911,4.3013,Beta
-3.4678,-3.038,3.3363,Beta
-3.9862,-1.2156,3.5978,Beta
-3.4236,-2.0201,4.3712,Beta
-4.6829,-1.3301,3.2195,Beta
-4.9228,-2.8717,3.5114,Beta
-4.0307,-1.654,3.8637,Beta
-1.2076,-3.7113,4.4074,Beta
-4.0772,-3.6464,4.1664,Beta
-4.1311,-1.2395,3.7548,Beta
-3.9536,-2.1287,3.2958,Beta
-3.314,-2.2525,2.9843,Beta
-3.17,-2.0782,4.2373,Beta
-4.1997,-0.0143,3.4267,Beta
-3.8451,-2.109,3.7016,Beta
-4.3149,-2.1383,3.7244,Beta
-3.2377,-2.2592,3.4883,Beta
-4.1302,-1.5151,4.7856,Beta
-3.8501,-0.6813,3.7664,Beta
-4.0776,-1.9595,2.7459,Beta
-4.1668,-3.6289,4.9077,Beta
-5.3193,-2.2522,4.4343,Beta
-4.5734,-1.1491,4.0173,Beta
-4.8316,-1.8744,3.4993,Beta
-5.3893,-3.2198,2.8183,Beta
-4.2275,0.4819,3.583,Beta
-3.9054,-2.5931,3.124,Beta
-4.5372,-1.0852,3.9827,Beta
-3.7129,-3.1251,4.4892,Beta
-2.8289,-1.1842,3.4143,Beta
-4.5025,-3.2328,3.6122,Beta
-5.6312,-3.6083,3.5555,Beta
-3.7724,-1.9492,4.7596,Beta
-3.1622,-1.7782,3.9472,Beta
-5.6952,-2.0342,5.5504,Beta
-4.5747,-1.441,3.3022,Beta
-4.0618,-4.0096,3.6384,Beta
-4.5794,-1.557,5.1504,Beta
-4.3499,-1.1524,4.2057,Beta
-3.2375,-3.4287,3.8062,Beta
-4.4105,-1.3773,3.5627,Beta
-3.9254,-1.3113,4.6833,Beta
-4.4108,-1.471,5.8823,Beta
-3.364,-2.5331,3.3628,Beta
-3.4121,-1.6907,3.1448,Beta
-4.2277,-2.6681,4.596,Beta
-4.2913,-1.8556,4.3883,Beta
-2.6358,-1.4576,5.61,Beta
-4.5313,-1.083,4.2144,Beta
-5.3326,-4.5497,4.0028,Beta
-4.9467,-0.9868,4.024,Beta
-3.5921,-3.7534,5.0027,Beta
-2.6316,-2.1688,4.5645,Beta
-4.7046,-0.8053,3.4498,Beta
-3.7716,-0.6156,4.4386,Beta
-3.9269,-2.7563,4.2285,Beta
-4.1545,-2.8366,4.3563,Beta
-4.0199,-1.8304,4.0412,Beta
-3.4835,-2.0616,4.1857,Beta
-5.7092,-0.8967,3.4567,Beta
-3.0336,-0.1676,4.1391,Beta
-2.5458,-2.1059,3.8583,Beta
-3.7555,-1.5958,3.8903,Beta
-3.8208,-3.0153,3.8812,Beta
-3.8445,-1.3768,3.2813,Beta
-3.7034,-1.9697,4.8118,Beta
-5.9788,-2.5284,4.2358,Beta
-4.1149,-1.8033,2.6761,Beta
-3.4408,-2.707,3.8792,Beta
-4.7302,-2.1303,3.5369,Beta
-4.3969,-1.5543,3.2118,Beta
-5.067,-3.1537,3.8499,Beta
-3.9395,-3.2116,4.2206,Beta
-3.8197,-3.2298,2.726,Beta
-2.7516,-1.0243,3.4116,Beta
-4.9984,-3.6783,3.6307,Beta
-4.3678,-2.4183,4.579,Beta
-3.6249,-2.2051,3.3611,Beta
-4.0427,-1.923,3.6552,Beta
-4.0205,-2.7772,4.553,Beta
-3.4443,-2.556,3.5971,Beta
-4.0222,-1.477,3.9383,Beta
-1.5593,-3.4946,3.8802,Beta
-5.1491,-1.5156,3.3873,Beta
-3.8936,-3.026,4.6988,Beta
-4.3388,-1.4258,4.2298,Beta
-5.161,-1.2284,4.3151,Beta
-4.1624,-2.2863,4.5433,Beta
-3.6684,-2.9816,3.4465,Beta
-3.1089,-2.4858,3.6048,Beta
-5.9842,-1.6492,3.5841,Beta
-3.9118,-2.8723,3.7036,Beta
-4.8287,-2.4689,3.3826,Beta
-3.9276,-2.0351,4.3085,Beta
-4.2786,-2.7502,4.6838,Beta
-2.7948,-3.224,3.8279,Beta
-5.1091,-1.5609,4.2231,Beta
-5.4278,-1.7049,4.8978,Beta
-2.8262,-1.0685,5.469,Beta
-2.8698,-1.3683,4.0878,Beta
-2.3351,-1.441,3.8608,Beta
-4.0768,-2.2225,4.9046,Beta
-3.2736,-4.1162,3.8134,Beta
-3.4943,-2.3369,4.3068,Beta
-5.6708,-1.0133,4.1451,Beta
-3.9167,-1.2155,4.2408,Beta
-3.6201,-2.5809,4.2115,Beta
-2.546,-1.0793,4.2981,Beta
-3.7873,-1.2433,3.6276,Beta
-4.521,-0.5573,3.8153,Beta
-4.4034,-2.5886,3.3811,Beta
-2.9842,-0.6912,3.3809,Beta
-4.0827,-2.116,3.1853,Beta
-4.9039,-2.367,4.3735,Beta
-3.6528,-2.8882,4.8739,Beta
-5.0052,-2.0255,3.5378,Beta
-2.4847,-1.9768,4.5003,Beta
-4.2534,-0.6353,4.0949,Beta
-3.4027,-1.0102,3.4132,Beta
-4.2117,-0.7604,5.1013,Beta
-4.214,-2.0177,4.3524,Beta
-4.8284,-2.404,4.7312,Beta
-2.63,-2.1327,3.7907,Beta
-3.0725,-1.8961,4.7897,Beta
-3.3221,-1.3205,3.9627,Beta
-2.73,-0.938,4.2593,Beta
-4.9082,-1.8519,4.1553,Beta
-4.7278,-2.5748,3.9627,Beta
-4.4054,-1.1844,4.911,Beta
-3.9344,-1.7695,3.4763,Beta
-3.9583,-2.1985,3.203,Beta
-4.772,0.1937,4.8611,Beta
-4.5984,-2.6751,4.3141,Beta
-2.8991,-2.4435,3.7258,Beta
-5.2989,-2.3283,3.5245,Beta
-3.6446,-3.258,4.712,Beta
-3.5397,-2.4798,4.8073,Beta
-2.9266,-3.5173,4.1257,Beta
-3.1938,-2.7433,3.4174,Beta
-3.8749,-1.0324,4.0399,Beta
-3.9041,-3.0506,4.0427,Beta
-4.337,-2.0253,5.1546,Beta
-4.0464,-2.491,2.2525,Beta
-4.2802,-2.5297,4.4864,Beta
-2.4813,-2.2583,3.4943,Beta
-4.1586,-2.0814,4.7548,Beta
-4.4626,-2.2428,4.6024,Beta
-3.2864,-3.1113,3.718,Beta
-3.8932,-2.1099,4.213,Beta
-2.3395,-1.0706,4.0418,Beta
-3.5549,-1.9682,3.5578,Beta
-3.9337,-0.7186,4.0768,Beta
-4.799,-2.5688,3.7821,Beta
-4.264,-3.3682,4.743,Beta
-4.4585,-1.3483,4.9903,Beta
-4.0329,-2.6239,4.3517,Beta
-4.0751,-1.822,4.2886,Beta
-5.4871,-2.4005,3.5677,Beta
-3.9508,-0.6976,4.1453,Beta
-5.1745,-1.2387,3.5022,Beta
-4.7415,-1.6149,4.7344,Beta
-2.7704,-3.125,4.1146,Beta
-4.681,-0.7141,4.4454,Beta
-4.0374,-1.9181,5.1955,Beta
-3.0785,-1.8841,3.282,Beta
-4.4474,-1.134,5.259,Beta
-3.3775,-0.936,2.9013,Beta
-3.1246,-1.614,4.3612,Beta
-4.3924,-2.011,3.8957,Beta
-4.9154,-0.5337,3.5775,Beta
-3.709,-1.5689,3.85,Beta
-4.4546,-2.3534,4.8243,Beta
-3.489,-1.3071,3.5759,Beta
-5.0363,-1.1738,3.3728,Beta
-3.8849,-1.0709,3.6081,Beta
-4.1752,-2.8723,3.0942,Beta
-3.0742,-2.5344,3.2472,Beta
-3.3165,-1.2067,3.7053,Beta
-3.7321,-2.4249,4.2866,Beta
-4.8099,-1.9037,3.9735,Beta
-3.0862,-1.7383,2.513,Beta
-4.5976,-3.0918,4.6971,Beta
-5.1485,-3.3165,3.2416,Beta
-5.6614,-2.0815,3.9109,Beta
-3.9642,-0.4538,3.7547,Beta
-4.3172,-2.9456,3.5417,Beta
-4.4238,-2.476,3.9764,Beta
-5.843,-1.9681,3.9315,Beta
-3.7273,-2.988,3.7001,Beta
-3.6903,-3.7268,4.7447,Beta
-2.6378,-1.0027,4.5004,Beta
-5.5293,-3.6144,3.7431,Beta
-4.7115,-0.7644,3.9512,Beta
-6.0396,-0.1738,3.4567,Beta
-3.7832,-2.9387,4.4695,Beta
-3.128,-2.2246,4.6248,Beta
-5.8111,-1.4946,5.7448,Beta
-3.4905,-2.2543,4.4468,Beta
-4.6191,-1.7297,4.1039,Beta
-4.5673,-1.9569,3.9732,Beta
-3.1209,-1.3505,4.2594,Beta
-4.7045,-1.3796,3.4009,Beta
-2.471,-2.0054,3.8715,Beta
-6.26,-2.6351,4.9592,Beta
-5.5543,-2.1661,3.7084,Beta
-3.6004,-2.5213,4.8072,Beta
-3.7648,-2.7582,2.7062,Beta
-1.2682,-2.1039,3.8516,Beta
-4.4356,-2.665,3.6838,Beta
-2.9917,-1.6186,4.0244,Beta
-4.5248,-2.4296,4.9535,Beta
-5.6393,-2.397,3.4397,Beta
-4.3004,-1.239,4.2023,Beta
-3.8037,-1.9494,3.5773,Beta
-3.4564,-2.5892,3.8882,Beta
-4.5673,-3.1506,4.2162,Beta
-3.2993,-1.4701,4.628,Beta
-3.029,-2.6206,4.9907,Beta
-3.6687,-0.9606,3.8349,Beta
-3.5069,-2.737,3.4853,Beta
-4.7141,-1.31,4.5126,Beta
-4.0032,-0.264,4.0624,Beta
-3.1631,-2.4873,2.8179,Beta
-3.8526,-2.178,5.4568,Beta
-4.9045,-1.6187,4.3097,Beta
-3.6484,-0.9974,3.5605,Beta
-3.9237,-2.5466,3.8013,Beta
-4.3867,-0.3252,4.8738,Beta
-4.5769,-2.478,4.2224,Beta
-3.8003,-2.7841,3.9389,Beta
-4.3283,-2.7578,3.8775,Beta
-3.9094,-1.6334,4.0246,Beta
-4.5228,-0.9445,4.5104,Beta
-5.0693,-1.6186,3.7985,Beta
-4.2358,-3.0494,3.4242,Beta
-6.6789,-1.7361,4.3006,Beta
-4.8817,-1.6543,4.0363,Beta
-4.2599,-3.3373,4.053,Beta
-4.2562,-1.0629,3.7767,Beta
-3.8059,-1.245,4.5237,Beta
-3.8073,-2.0047,4.4907,Beta
-3.5249,-1.3221,4.2237,Beta
-3.3275,-3.1345,3.661,Beta
-2.4995,-1.8918,3.689,Beta
-4.0534,-3.0945,4.2961,Beta
-4.4879,-2.9953,3.6979,Beta
-3.535,-2.4891,3.5556,Beta
-4.0143,-0.9455,4.3757,Beta
-4.5174,-2.772,2.1769,Beta
-3.2324,-1.5336,4.0406,Beta
-4.5998,-3.0494,3.9884,Beta
-4.366,-1.4676,4.6581,Beta
-4.7268,-3.411,4.1189,Beta
-3.3219,-2.1937,2.9917,Beta
-5.1726,-3.8011,2.7367,Beta
-4.4356,-1.6848,4.4293,Beta
-4.1324,-2.2914,4.0389,Beta
-3.0203,-1.3543,3.9988,Beta
-3.9225,-1.9505,5.1932,Beta
-3.981,-4.3932,4.2044,Beta
-2.7372,-2.4844,3.862,Beta
-3.9542,-1.3169,5.0319,Beta
-4.2073,-0.8023,4.407,Beta
-2.5167,-2.83,4.0279,Beta
-3.5354,-0.6303,5.4801,Beta
-3.0884,-2.5483,3.2805,Beta
-4.5237,-1.9029,5.2264,Beta
-4.4339,-2.2812,4.2809,Beta
-5.1121,-0.9205,3.7619,Beta
-4.63,-1.0011,3.816,Beta
-3.4112,-2.7455,4.0305,Beta
-4.3151,-2.1994,3.6012,Beta
-3.8546,-2.3799,5.6178,Beta
-3.5635,-1.6322,4.7237,Beta
-4.8539,-1.1423,4.5209,Beta
-3.3794,-1.4391,3.8733,Beta
-4.4957,-1.9262,1.9415,Beta
-4.0706,-1.6465,3.8882,Beta
-3.6529,-3.4253,4.4602,Beta
-4.2099,-1.9181,4.7925,Beta
-2.931,-2.1582,3.7168,Beta
-3.9073,-1.0975,4.4323,Beta
-4.476,-1.3573,4.6808,Beta
-4.2591,-1.4702,3.984,Beta
-5.6751,-2.3364,4.1353,Beta
-2.2022,-2.0106,5.0163,Beta
-3.7443,-1.6029,3.021,Beta
-4.8385,-1.7646,4.7121,Beta
-5.082,-2.3776,3.5967,Beta
-3.5812,-3.2228,4.601,Beta
-3.525,-2.1811,3.4363,Beta
-3.1874,-1.2233,3.8162,Beta
-3.7049,-2.157,4.8551,Beta
-2.1606,-1.9256,3.3758,Beta
-3.9429,-2.1056,4.0503,Beta
-3.9389,-2.6242,4.1558,Beta
-1.9959,-1.8404,3.0321,Beta
-2.9518,-2.0976,2.6745,Beta
-4.3605,-3.3201,5.2794,Beta
-3.9259,-2.4843,5.0538,Beta
-3.3293,-3.0155,5.3157,Beta
-3.7151,-1.8067,4.6143,Beta
-4.4366,-0.7665,3.0978,Beta
-4.1081,-0.8164,3.5723,Beta
-3.2053,-1.1884,4.8493,Beta
-5.1319,0.1505,3.8071,Beta
-5.1141,0.6067,4.205,Beta
-3.8228,-1.6708,4.8012,Beta
-4.3322,-2.2802,3.5592,Beta
-3.8906,-1.6818,4.6263,Beta
-3.6244,-3.9679,4.2576,Beta
-4.8422,-1.6442,3.9563,Beta
-4.0441,-1.1776,4.1544,Beta
-3.8674,-3.0978,4.2143,Beta
-4.3456,-2.5549,3.0116,Beta
-4.5681,-2.0342,4.9062,Beta
-3.9379,-1.5422,3.3072,Beta
-3.9343,-2.1646,3.554,Beta
-3.9289,-3.2113,3.5698,Beta
-4.8012,-2.1784,4.7655,Beta
-3.5511,-1.3689,4.3029,Beta
-4.553,-2.4682,3.4708,Beta
-3.4937,-3.1186,4.7596,Beta
-3.3837,-1.6301,3.2016,Beta
-2.605,-2.5336,4.1787,Beta
-3.6575,-1.1377,4.1277,Beta
-3.9478,-2.3415,3.6242,Beta
-3.4398,-1.0448,3.8413,Beta
-4.565,-2.4444,4.6679,Beta
-4.6067,-1.8237,4.1412,Beta
-3.2158,-2.4557,2.7651,Beta
-3.7851,-1.3778,3.5899,Beta
-4.2242,-1.9073,3.3115,Beta
-3.8874,-2.6746,4.308,Beta
-3.6442,-1.9008,4.9245,Beta
-4.8208,-2.5418,3.8056,Beta
-4.5866,-0.3423,2.2021,Beta
-3.7707,-2.0649,3.2438,Beta
-4.6306,-2.0056,4.2081,Beta
-5.8119,-2.8895,4.149,Beta
-4.0784,-1.9185,3.3484,Beta
-5.2511,-2.1832,4.5768,Beta
-4.5352,-0.7796,3.576,Beta
-4.6393,-1.3497,3.7308,Beta
-4.3213,-2.4616,3.2054,Beta
-4.312,-2.2399,4.066,Beta
-4.0502,-1.9529,5.2393,Beta
-2.9603,-1.5495,5.3235,Beta
-3.9081,-1.5404,4.9737,Beta
-4.218,-3.4873,4.3233,Beta
-4.4009,-1.1212,3.9706,Beta
-4.397,-2.1844,4.1134,Beta
-4.1624,-3.1706,3.0716,Beta
-3.8236,-3.0803,3.798,Beta
-4.3249,-1.7208,3.8392,Beta
-2.4257,-1.8575,4.3734,Beta
-3.9937,0.1278,3.4186,Beta
-2.9262,-2.4423,4.6562,Beta
-4.1247,-2.3856,4.9299,Beta
-5.1178,-1.9785,3.7711,Beta
-5.1982,-3.0063,4.4119,Beta
-4.4571,-0.723,3.0692,Beta
-3.0327,-2.5404,4.4697,Beta
-4.1953,-1.7635,3.7453,Beta
-3.7832,-2.7507,5.3089,Beta
-4.0117,-2.6101,4.4334,Beta
-4.9396,-1.6065,3.8629,Beta
-4.5173,-2.44,3.0957,Beta
-2.6796,-3.0276,4.3273,Beta
-5.6441,-3.4689,2.8151,Beta
-4.4601,-0.6144,3.9453,Beta
-4.5597,-1.0438,3.7213,Beta
-4.9877,-1.9829,3.4738,Beta
-3.5256,-2.212,5.0273,Beta
-4.8162,-2.9407,4.107,Beta
-4.246,-1.224,4.8359,Beta
-4.2195,-1.1313,3.6486,Beta
-3.3583,-3.5381,4.0406,Beta
-5.3363,-2.3406,4.94,Beta
-3.1327,-2.1881,3.9032,Beta
-3.6191,-2.339,3.6501,Beta
-5.1183,-3.8824,4.3241,Beta
-3.7109,-1.4884,4.5675,Beta
-3.2508,-1.442,2.7161,Beta
-3.4916,-1.7737,4.5123,Beta
-3.4619,-1.8424,4.7557,Beta
-3.4063,-1.5884,4.529,Beta
-3.2868,-0.1642,5.693,Beta
-5.0709,-2.1854,2.4375,Beta
-4.4062,-3.1178,3.7751,Beta
-4.5881,-1.9739,4.5616,Beta
-2.2181,-2.387,4.0442,Beta
-3.3044,-1.2815,3.8246,Beta
-3.5892,-2.875,4.0657,Beta
-3.4831,-1.938,4.1204,Beta
-6.0935,-3.2899,3.8033,Beta
-3.7899,-1.056,4.4482,Beta
-4.627,-2.8826,3.2316,Beta
-3.1295,-2.4626,4.6713,Beta
-3.6558,-1.8877,4.1468,Beta
-3.7627,-1.6073,3.8546,Beta
-4.0932,-2.5495,4.5024,Beta
-3.0236,-0.3125,4.7589,Beta
-3.9808,-2.2901,3.3472,Beta
-3.5291,-1.8178,3.4215,Beta
-4.4468,-2.268,3.51,Beta
-5.0656,-0.9811,4.071,Beta
-4.5635,-0.6689,3.9928,Beta
-4.37,-1.987,3.5661,Beta
-4.1802,-0.9845,3.455,Beta
-3.2766,-2.153,4.519,Beta
-4.5832,-1.2017,3.6747,Beta
-4.124,-2.0116,4.4848,Beta
-5.0115,-1.8346,3.3222,Beta
-2.2123,-1.2722,4.4289,Beta
-3.997,-1.9975,4.126,Beta
-5.2607,-1.2431,4.9601,Beta
-4.6358,-2.0331,3.1394,Beta
-3.3238,-2.9811,4.2265,Beta
-4.3124,-2.8573,3.545,Beta
-4.6425,-1.6727,4.6197,Beta
-4.9178,-2.8141,4.0337,Beta
-3.6932,-1.6789,3.6718,Beta
-5.2577,-2.5019,4.6219,Beta
-3.404,-1.4674,4.7157,Beta
-4.3565,-2.3145,3.608,Beta
-4.1544,-1.9495,4.2989,Beta
-3.2477,-1.8614,3.2852,Beta
-5.2493,-1.8042,3.7279,Beta
-4.0645,-1.4066,5.6546,Beta
-3.931,0.0919,4.0004,Beta
-5.5478,-0.5147,4.9535,Beta
-3.2102,-1.7904,3.6727,Beta
-2.9827,-2.0353,4.5005,Beta
-3.9322,-1.7527,3.2973,Beta
-3.2266,-3.1767,4.7187,Beta
-5.0828,-1.3216,2.8646,Beta
-3.5991,-0.195,4.9364,Beta
-3.8394,-1.0445,4.5211,Beta
-2.3475,-0.5971,3.7337,Beta
-3.6038,-1.776,3.5041,Beta
-4.5651,-3.0654,4.2637,Beta
-3.7843,-2.6441,4.1201,Beta
-4.8644,-0.6619,3.9489,Beta
-4.415,-1.3529,4.6202,Beta
-5.8239,-2.1101,5.2735,Beta
-5.3889,-2.3337,3.5255,Beta
-4.333,-1.3703,4.8017,Beta
-3.2617,-1.5423,4.1066,Beta
-4.1682,-2.4554,3.3218,Beta
-3.6367,-0.9918,3.8058,Beta
-5.0467,-1.4719,4.4445,Beta
-4.4368,-0.9221,4.1913,Beta
-4.1246,-2.6436,3.9743,Beta
-4.3999,-1.4272,3.5012,Beta
-5.6842,-0.5989,3.944,Beta
-5.5151,-1.7692,4.53,Beta
-5.0262,-0.7093,5.0144,Beta
-4.4694,-1.2383,3.9474,Beta
-3.8725,-1.2621,3.5268,Beta
-3.08,-1.8854,4.0186,Beta
-3.3127,-4.7405,4.7394,Beta
-3.2737,-2.3874,4.6608,Beta
-4.0962,-3.117,3.9946,Beta
-3.6184,-3.923,3.2186,Beta
-4.7231,-2.6794,3.0556,Beta
-3.4058,-2.4008,4.3072,Beta
-5.4214,-2.3286,3.888,Beta
-4.6484,-3.8496,2.6572,Beta
-5.2106,-1.3083,4.197,Beta
-4.216,-1.4408,4.2572,Beta
-4.0674,-2.181,5.0391,Beta
-4.3621,-2.9102,3.9252,Beta
-4.0821,-3.1746,3.9187,Beta
-3.0749,-1.8838,3.2257,Beta
-2.8009,-1.5882,4.2049,Beta
-3.5254,-1.4052,4.1179,Beta
-3.4315,-1.9298,4.3853,Beta
-4.2784,-2.2308,3.7262,Beta
-3.8075,-2.0765,4.2923,Beta
-3.5853,-2.775,3.871,Beta
-5.0443,-2.6388,4.4095,Beta
-3.86,-1.299,3.758,Beta
-3.3597,-0.9188,3.9648,Beta
-3.8034,-0.8928,2.8639,Beta
-3.6909,-1.7448,3.3855,Beta
-4.5862,-2.5761,3.7281,Beta
-6.2096,-1.3601,2.1676,Beta
-3.8977,-1.4185,5.0012,Beta
-5.2449,-1.5827,4.0298,Beta
-4.3856,-2.8836,3.625,Beta
-3.3365,-3.1206,3.9769,Beta
-4.0205,-1.8321,3.5103,Beta
-4.4948,-1.4453,3.5118,Beta
-5.0178,-0.6503,4.1334,Beta
-1.8831,-2.9676,3.9198,Beta
-3.1432,-2.0949,4.6371,Beta
-3.3173,-2.3814,3.9481,Beta
-3.5307,-3.43,3.7815,Beta
-4.2152,-2.2544,4.4852,Beta
-5.4916,-2.9978,4.2653,Beta
-3.1219,-2.4869,3.7432,Beta
-2.5034,-1.7633,3.6722,Beta
-3.8554,-3.646,4.3447,Beta
-4.2409,-1.1437,4.1633,Beta
-3.5138,-4.6543,3.3527,Beta
-4.2097,-2.2788,4.1415,Beta
-3.426,-2.9252,4.0138,Beta
-3.2343,-1.8196,3.5862,Beta
-4.5213,-0.7903,4.3299,Beta
-3.3497,-2.2951,3.6772,Beta
-2.9948,-1.5636,4.2974,Beta
-4.9813,-2.3133,3.8877,Beta
-5.1004,-1.0453,4.1271,Beta
-4.5468,-3.0168,4.2716,Beta
-2.9327,-1.6622,3.5918,Beta
-4.9487,-1.9903,4.2417,Beta
-4.6598,-1.9133,3.4118,Beta
-3.4705,-3.071,3.9594,Beta
-4.2855,-1.3169,4.5343,Beta
-3.9131,-1.2552,3.3478,Beta
-3.2744,-1.1016,3.8893,Beta
-3.8073,-0.8664,3.0517,Beta
-4.3748,-2.3305,4.1787,Beta
-4.3754,-1.8748,4.9566,Beta
-5.1763,-2.3367,4.9382,Beta
-4.4818,-0.7432,4.8999,Beta
-3.7637,-2.0018,3.4538,Beta
-4.9289,-1.6883,4.7182,Beta
-4.4689,-2.286,5.3869,Beta
-4.6715,-1.777,4.7852,Beta
-2.6965,-2.0987,5.1023,Beta
-3.7317,-1.9913,3.9801,Beta
-3.9267,-1.2162,4.1026,Beta
-2.2977,-2.7295,3.9211,Beta
-4.0537,-0.5111,4.1406,Beta
-4.3072,-4.0915,4.2933,Beta
-5.3459,-3.3507,4.0766,Beta
-4.4598,-1.0408,4.2598,Beta
-4.2619,-2.3023,3.7574,Beta
-4.054,-1.4715,3.1012,Beta
-3.7295,-2.4734,3.5561,Beta
-2.285,-1.4494,4.4631,Beta
-4.44,-1.7595,3.2545,Beta
-4.4756,-2.581,5.0111,Beta
-4.05,-2.3467,2.6197,Beta
-4.5131,-2.2414,3.4731,Beta
-3.8002,-1.9629,4.1262,Beta
-3.9802,-2.2726,4.5075,Beta
-3.3462,-1.2527,3.3185,Beta
-3.0124,-2.3036,3.0722,Beta
-4.4958,-1.4489,4.0046,Beta
-1.949,-1.9751,3.7238,Beta
-3.9274,-1.7537,4.9594,Beta
-4.5484,-0.7241,4.3418,Beta
-5.3837,-3.1316,3.5498,Beta
-5.2453,-2.7254,4.5419,Beta
-3.7543,-3.0701,4.0803,Beta
-4.733,-3.4305,3.7781,Beta
-5.5332,-1.0179,3.6761,Beta
-4.2149,-1.9023,3.2792,Beta
-4.5203,-2.4273,3.8899,Beta
-4.4151,-3.1868,3.8407,Beta
-4.7037,-4.036,4.8328,Beta
-2.6046,-1.9655,3.4298,Beta
-4.6142,-2.8787,4.2686,Beta
-2.3546,-3.8291,3.4599,Beta
-3.4372,-2.2379,4.1802,Beta
-4.4269,-2.4885,3.7333,Beta
-3.7298,-2.4054,3.807,Beta
-3.3699,-1.8695,5.0479,Beta
-3.8693,-1.5437,3.2635,Beta
-3.7443,-1.6343,3.7658,Beta
-4.5117,-1.7081,3.5476,Beta
-4.6866,-1.2511,4.1505,Beta
-5.0287,-1.5114,3.305,Beta
-3.7956,-2.3074,4.485,Beta
-4.6268,-1.3904,4.7037,Beta
-4.5974,-3.4569,3.8826,Beta
-3.8193,-3.1024,4.0772,Beta
-3.468,-1.0886,3.6606,Beta
-4.3474,-2.7987,5.5068,Beta
-4.4095,-3.5298,4.3726,Beta
-4.9435,-1.0213,4.1206,Beta
-4.6289,-2.6479,3.0245,Beta
-3.4678,-1.6379,3.688,Beta
-3.5386,0.0428,3.5121,Beta
-3.1468,-2.5969,5.7039,Beta
-5.4644,-4.3654,2.9233,Beta
-4.1685,-2.1615,4.6199,Beta
-4.9911,-0.656,4.3241,Beta
-4.0557,-0.8589,2.2533,Beta
-4.9308,-1.7455,4.2192,Beta
-2.8723,-1.6412,3.6915,Beta
-2.3236,-2.8056,3.0205,Beta
-4.0841,-2.4474,3.6964,Beta
-4.3167,0.1484,4.3216,Beta
-4.2785,-2.122,4.7837,Beta
-5.0097,-1.4917,3.7205,Beta
-3.422,-2.9634,3.5731,Beta
-4.5454,-2.5431,4.3448,Beta
-3.8329,-2.4908,3.8957,Beta
-4.6141,-3.46,4.3052,Beta
-4.1243,-2.1629,4.2486,Beta
-3.7956,-1.9089,4.9785,Beta
-5.1205,-1.7594,4.5723,Beta
-5.277,-1.427,5.0541,Beta
-3.6552,-3.0473,3.9523,Beta
-5.2214,-2.4598,4.3871,Beta
-4.19,-2.7642,3.8584,Beta
-2.4654,-1.4144,4.004,Beta
-4.3607,-1.854,3.3771,Beta
-3.4225,-1.9648,2.9187,Beta
-4.1841,-3.0653,3.2087,Beta
-4.7861,-2.2565,3.8443,Beta
-3.7871,-0.726,3.6295,Beta
-3.5013,-0.9478,4.9242,Beta
-3.2473,-2.5254,4.1966,Beta
-3.2107,-1.6215,3.3305,Beta
-3.9344,-2.728,3.6207,Beta
-5.6657,-1.2533,4.4095,Beta
-3.5823,-2.5036,3.3797,Beta
-4.0236,-1.3667,4.2176,Beta
-4.3557,-1.8019,3.6683,Beta
-3.8138,-3.007,4.4869,Beta
-3.4814,-2.0507,3.4619,Beta
-4.9291,-2.5066,5.2162,Beta
-4.5477,-2.3419,3.9712,Beta
-6.0597,-1.9153,3.5741,Beta
-4.5267,-1.983,4.0379,Beta
-3.7029,-2.1478,3.6774,Beta
-3.2805,0.1923,3.6075,Beta
-3.2444,-3.2643,5.2854,Beta
-4.436,-3.2322,2.8324,Beta
-4.1634,-1.6559,4.7033,Beta
-3.4779,-1.9102,3.3934,Beta
-3.9088,-3.1929,3.9167,Beta
-4.8898,0.1339,3.6035,Beta
-5.0454,-1.8698,3.7606,Beta
-2.7269,-1.2517,3.6778,Beta
-2.6645,-1.564,3.7893,Beta
-3.1078,0.1107,3.7507,Beta
-3.3539,-0.4897,3.9982,Beta
-4.2946,-2.0128,4.5805,Beta
-4.3043,-1.9112,3.8933,Beta
-5.2682,-1.0376,4.0339,Beta
-4.8342,-1.5122,4.2079,Beta
-3.682,-1.938,3.0407,Beta
-4.1135,-1.5961,4.0907,Beta
-3.7299,-3.8091,4.1767,Beta
-4.8831,-0.1079,4.309,Beta
-4.2867,-2.0165,3.5403,Beta
-2.8065,-2.8815,3.503,Beta
-4.515,-0.9851,3.2337,Beta
-5.4264,-2.9793,4.306,Beta
-4.3487,-2.7807,3.6561,Beta
-3.4322,-2.8652,4.1216,Beta
-4.0729,-1.7455,2.3679,Beta
-5.0689,-1.736,3.6535,Beta
-4.2964,-2.269,4.3003,Beta
-3.9982,-1.1569,2.6755,Beta
-2.8735,-2.1456,3.4737,Beta
-3.6128,-3.6497,5.6068,Beta
-4.0073,-2.7771,5.2919,Beta
-3.4477,-0.9259,3.65,Beta
-5.3669,-1.5899,3.0752,Beta
-6.5154,-2.2144,4.8772,Beta
-3.0029,-1.4252,3.7699,Beta
-5.3738,-2.1029,2.9215,Beta
-3.8096,-2.2268,5.0246,Beta
-3.5507,-1.8451,4.8524,Beta
-3.4602,-1.5123,3.9062,Beta
-3.8852,-1.6522,3.4491,Beta
-5.8712,-0.4623,5.1188,Beta
-1.9525,-2.8451,4.0062,Beta
-2.8451,-0.9303,3.7057,Beta
